,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
CASC2,0.5150808,0.21780388,-0.1812846,1.4896975,0.22889367,-0.56002223,-0.29736593,0.28794885,-0.4555045,0.3209848,-0.06207084,-0.9267861,-0.18193074,-0.07742796,0.13694704,0.64968675,-0.9962339,0.81529236,-0.38746274,-0.10473498,-0.08235469,0.4285022,0.13872065,0.328682,-0.21468557,-0.06461693,0.6195388,-0.8892262,0.41430843,-0.46151182,-0.16178845,-0.6910046,0.94508976,-1.0394152,-0.07677632,0.8001069,0.28040874,-0.46945637,0.77067167,-0.66635484,0.29372698,-0.14188346,0.6327379,-0.26002908,-0.13653223,-0.3248095,-0.57881284,0.12305909,-0.71948427,0.2840709,-0.86212265,-0.0020672344,-0.4988196,0.3085058,-0.39406812,0.21187189,-0.367098,-0.32698604,0.019613253,0.37559906,0.38103813,0.5905734,0.7707133,-0.0805522
CBR3-AS1,0.5290194,0.22687477,-0.18374582,1.4618232,0.20873538,-0.53992045,-0.32664382,0.27282542,-0.46932843,0.30589533,-0.060822885,-0.9074164,-0.16121095,-0.08422343,0.13538975,0.63281566,-0.993602,0.7652251,-0.41955698,-0.08666535,-0.09430748,0.42539337,0.13607806,0.31871238,-0.20957541,-0.05976187,0.6373077,-0.89729106,0.4293109,-0.45259824,-0.15988202,-0.6793207,0.9354722,-1.0656292,-0.060422774,0.83359087,0.28680104,-0.45544282,0.7825209,-0.66480136,0.30401063,-0.11086889,0.651968,-0.26431084,-0.12810944,-0.3423801,-0.57941526,0.14644054,-0.7182809,0.30259562,-0.8670219,-0.003772227,-0.5276641,0.32744664,-0.35241383,0.19431937,-0.3838178,-0.31283057,0.040120717,0.37987602,0.36169323,0.61647403,0.7428844,-0.07617333
CCAT1,0.44884413,0.09834925,-0.15333718,1.1209568,0.092500344,-0.21433221,-0.27348107,0.013218511,-0.57273626,0.10862717,-0.089824915,-0.5970004,-0.11078401,-0.28109556,0.14545752,0.43192542,-0.9978564,0.35993862,-0.23127171,0.16283485,-0.14351821,0.341692,0.035020914,0.29052338,-0.057846047,-0.3217444,0.12225973,-0.80687684,0.4363455,-0.6225275,-0.17489024,-0.6623696,0.84866905,-0.8008326,-0.3654483,0.42626718,0.5124689,-0.31481013,0.767056,-0.42397723,0.03002321,-0.17066298,0.34498096,-0.08384963,-0.21952115,-0.00062550046,-0.60465455,0.097670384,-0.5599647,0.5120072,-0.77634376,-0.24352264,-0.5327903,0.015524101,-0.30841503,0.28109923,0.037909854,-0.48313677,0.18767525,-0.04993058,0.027055768,0.4946971,0.64627016,-0.19522071
CCAT2,0.5156637,0.21056728,-0.1805346,1.4191494,0.19518474,-0.4971094,-0.32154214,0.23164563,-0.4816053,0.2789237,-0.069279134,-0.86720866,-0.15375191,-0.11059753,0.13377406,0.60647684,-0.9952116,0.7087382,-0.39259005,-0.057757236,-0.09904247,0.41750616,0.12531753,0.31606975,-0.18479319,-0.0969848,0.5654136,-0.8873945,0.432068,-0.4763638,-0.1636595,-0.68187195,0.92783666,-1.0293685,-0.10480093,0.7778741,0.32203323,-0.44293025,0.7810802,-0.6356956,0.26471198,-0.1197735,0.60857016,-0.24170126,-0.14012831,-0.29830375,-0.58392525,0.14203201,-0.7041172,0.3309294,-0.8563419,-0.037822463,-0.52483547,0.28733724,-0.35051438,0.20961687,-0.32489735,-0.34084144,0.058439225,0.32163462,0.3131025,0.60279596,0.73012084,-0.09704574
CCDC26,0.5222601,0.22050053,-0.18565646,1.442963,0.20246573,-0.521267,-0.32540143,0.25466958,-0.47353184,0.29263297,-0.065261446,-0.8882399,-0.15823497,-0.09654967,0.13411996,0.62201226,-0.9946451,0.73991656,-0.40666372,-0.073626064,-0.095600426,0.42140612,0.13020366,0.31962153,-0.19956164,-0.07562129,0.60549426,-0.8935103,0.4294019,-0.4653946,-0.16105682,-0.6801179,0.9321148,-1.0499178,-0.08042442,0.8071648,0.30274945,-0.4498377,0.7842299,-0.6512484,0.28519928,-0.11655721,0.63221395,-0.25537664,-0.13356471,-0.32246786,-0.5793167,0.14497992,-0.7129945,0.31353223,-0.86094034,-0.018205272,-0.52640146,0.30920067,-0.35059932,0.19977966,-0.3573405,-0.3273643,0.046728685,0.35298926,0.34013027,0.61091965,0.7356088,-0.086041436
CDKN2B-AS1,1.9087684,0.3290307,-0.8400146,0.99404067,-0.021458626,-0.27079117,0.6138953,1.1869624,-0.4075737,0.659708,0.8972168,-1.7715873,-0.34366125,1.8024328,0.57962275,0.71817803,-1.5118479,0.58849984,-0.96677166,-0.58775777,-0.53606284,0.40484744,0.22238764,0.9978978,-0.06095898,-0.7275422,0.8829347,-0.63377976,0.9609223,-1.9840195,0.9404647,-0.6864832,0.63113165,-1.9194686,0.1564638,1.472973,0.00025898218,-0.0026383698,0.052755937,-0.522063,0.61851066,-0.29731494,0.109270364,-0.6279237,-1.0499066,-1.1674008,-1.2711828,0.14267525,-0.85102916,-1.0634068,-0.2269215,-2.4397635,-1.2047334,-0.25662675,-0.0328528,0.109912515,-0.15075141,-0.6913251,-0.35665035,0.457255,0.21527696,-0.34163028,1.1493437,-1.4201769
CRNDE,0.5184545,0.20614098,-0.17751633,1.4079969,0.18750404,-0.4865902,-0.32057878,0.2260658,-0.49014688,0.27131176,-0.06822038,-0.85638237,-0.15157458,-0.11922038,0.13497913,0.6012374,-0.99524355,0.69566774,-0.38837993,-0.045478728,-0.10461674,0.41207024,0.118338935,0.31164002,-0.18454352,-0.106222555,0.5496534,-0.8846346,0.43165392,-0.48073524,-0.16598299,-0.67719984,0.92135465,-1.0224173,-0.11509125,0.7679966,0.32724845,-0.43291226,0.78401023,-0.6248878,0.2600414,-0.120101705,0.60114837,-0.23112357,-0.14222695,-0.28492692,-0.58602786,0.14117974,-0.6901577,0.33926976,-0.8552473,-0.0457492,-0.5288794,0.27434853,-0.3460821,0.21143462,-0.31201094,-0.34213895,0.064954,0.3084923,0.30159643,0.5998049,0.72833383,-0.098126516
DANCR,0.52675134,0.22224729,-0.18204996,1.4479315,0.20291507,-0.526239,-0.32587317,0.26108846,-0.4748899,0.29741257,-0.063139506,-0.89452446,-0.159,-0.092771515,0.13585773,0.62557006,-0.9933591,0.7479723,-0.411348,-0.07546826,-0.097063266,0.42129123,0.13107431,0.3174783,-0.20410515,-0.07115111,0.61457795,-0.893175,0.43000555,-0.45952415,-0.16310668,-0.67826754,0.93120927,-1.0543737,-0.074501485,0.81733865,0.2980392,-0.4492578,0.7843926,-0.65458727,0.29288962,-0.113375545,0.639088,-0.25534594,-0.13218255,-0.3271017,-0.58155257,0.14457636,-0.7094264,0.31260696,-0.86416084,-0.015387873,-0.5283055,0.3136479,-0.35170642,0.19884737,-0.36511487,-0.32062405,0.04683856,0.3613102,0.34603682,0.6120712,0.73955053,-0.081759326
DAOA-AS1,0.532267,0.23204987,-0.18536897,1.4744799,0.21310656,-0.55315274,-0.32806602,0.28355205,-0.46451056,0.31372362,-0.05917846,-0.919715,-0.1631691,-0.07639819,0.13516076,0.63994175,-0.992796,0.78156036,-0.42657253,-0.09627523,-0.09190374,0.42873305,0.14022209,0.319279,-0.21546596,-0.04880993,0.65818834,-0.90051806,0.4285915,-0.44537568,-0.15833409,-0.6797881,0.9379237,-1.0757533,-0.048032343,0.8498182,0.27678078,-0.46082363,0.7825598,-0.6740835,0.31503,-0.108504675,0.6640642,-0.27166387,-0.124453664,-0.35584456,-0.5776709,0.14788546,-0.7241935,0.29352826,-0.8696919,0.0060300333,-0.52737665,0.3397848,-0.35369232,0.19060111,-0.40061238,-0.3055402,0.03430479,0.3974756,0.3754726,0.620796,0.7458651,-0.07081041
DGCR5,0.3897001,0.011752095,-0.12896535,0.8729129,0.009971753,0.025287874,-0.23516202,-0.17153946,-0.6518829,-0.03030839,-0.11176827,-0.37029734,-0.08415902,-0.4217679,0.15918148,0.29530245,-1.0026548,0.07786336,-0.08240503,0.35453194,-0.18272102,0.2817584,-0.045153078,0.27544647,0.04267872,-0.5164054,-0.2589282,-0.72583574,0.44500038,-0.7398406,-0.20323971,-0.6485846,0.77922213,-0.6053763,-0.5948312,0.13385111,0.686695,-0.20197791,0.7658546,-0.24682187,-0.17364997,-0.2217537,0.11901059,0.05681,-0.28646177,0.25954348,-0.6313348,0.05692259,-0.43447167,0.6793321,-0.7138707,-0.43254015,-0.54041535,-0.21652773,-0.28172487,0.33921462,0.34739432,-0.609129,0.30057132,-0.3722147,-0.22219075,0.40764078,0.5841565,-0.29327273
DISC2,-0.16935822,0.17428029,-0.54521656,0.15549618,0.24805205,-0.11169158,-0.28099883,-0.052398644,-0.035426427,0.024071585,0.15444681,0.067839436,-0.25345033,-0.17711969,0.07218606,0.0065587065,-0.559823,-0.020518094,0.07639839,0.52471274,-0.12400788,0.119750984,0.12548381,0.22265565,0.356362,-0.22606525,-0.18261006,-0.15305537,-0.12378922,-0.40872666,0.172234,-0.29288787,0.2924077,-0.47388092,-0.0901908,-0.2105497,0.24822271,-0.17690429,0.48643416,0.09202534,-0.37078026,-0.103426665,-0.12716898,-0.2781935,-0.2338599,0.32078823,-0.17856488,-0.26790452,-0.5028502,0.37448528,-0.15113711,0.00601306,-0.015948454,-0.1699841,0.1787969,-0.15665898,0.22301063,-0.32217202,-0.10150791,-0.1631634,0.20571533,-0.24421117,0.09643598,0.1861553
DLEU1,-0.045478966,0.08027272,-0.39207628,0.2442627,0.15274489,-0.0073642023,-0.24901173,-0.15324016,-0.19628985,-0.029555028,0.0950287,0.036711924,-0.2028205,-0.27295014,0.11085666,0.050840214,-0.611629,-0.08885567,0.079410955,0.50088185,-0.13761048,0.14554822,0.073772475,0.2267672,0.2940083,-0.31526774,-0.30674225,-0.2424655,0.018014489,-0.50813943,0.04995685,-0.31925467,0.389433,-0.4224612,-0.2514706,-0.19382556,0.391977,-0.14786321,0.50541687,0.038382463,-0.3528578,-0.13176985,-0.1269824,-0.14463258,-0.24036531,0.36054853,-0.27513742,-0.19191153,-0.41602033,0.47844538,-0.26047426,-0.14837208,-0.13987394,-0.2397314,0.08718592,-0.04049658,0.33893415,-0.38548914,0.031950586,-0.31323534,0.037304208,-0.10047953,0.15775838,0.030244138
DLEU2,0.5267511,0.22224689,-0.18204993,1.4479303,0.2029145,-0.52623767,-0.32587314,0.26108733,-0.47489035,0.29741177,-0.063139595,-0.89452314,-0.15899982,-0.09277235,0.13585775,0.62556934,-0.9933594,0.7479706,-0.41134733,-0.07546714,-0.09706349,0.42129093,0.131074,0.31747827,-0.20410447,-0.07115231,0.61457586,-0.89317477,0.4300056,-0.45952496,-0.16310683,-0.6782677,0.93120885,-1.054373,-0.07450281,0.8173369,0.29804033,-0.44925734,0.7843927,-0.6545865,0.29288834,-0.113375776,0.63908654,-0.25534523,-0.13218307,-0.32710013,-0.58155286,0.14457601,-0.70942587,0.3126081,-0.8641603,-0.015388982,-0.5283055,0.31364664,-0.3517063,0.1988477,-0.365113,-0.32062495,0.04683917,0.36130846,0.34603554,0.61207086,0.73955035,-0.081759706
DNM3OS,0.33224732,0.021395765,-0.16499998,0.79561627,0.029668935,0.021237496,-0.24123198,-0.17712086,-0.59462225,-0.035830844,-0.08572651,-0.31325552,-0.101181895,-0.41073245,0.152358,0.26328102,-0.96032405,0.047668174,-0.06271195,0.3788018,-0.17925407,0.26738226,-0.028429806,0.2713027,0.08326155,-0.49877536,-0.27185667,-0.6717784,0.3896715,-0.71770847,-0.16900961,-0.61186343,0.73497367,-0.5883309,-0.556476,0.08558456,0.6531779,-0.19866246,0.73699784,-0.20931411,-0.20081225,-0.21240997,0.08488233,0.029445717,-0.28212598,0.27510363,-0.59034187,0.026947163,-0.4414701,0.6593817,-0.65953416,-0.3959984,-0.48924118,-0.22384354,-0.23011604,0.29047155,0.35283834,-0.58481073,0.26812947,-0.37270138,-0.19524263,0.3443429,0.52867264,-0.25499132
DSCAM-AS1,0.51931185,0.2072586,-0.17779511,1.4111023,0.18900262,-0.4901607,-0.3211185,0.22942446,-0.4891752,0.27396765,-0.06743565,-0.85990775,-0.15257071,-0.11672856,0.1359318,0.60355765,-0.9951755,0.7010548,-0.3905811,-0.047113623,-0.10447487,0.4123392,0.11920855,0.31259948,-0.18621369,-0.10320788,0.55515987,-0.88490444,0.43108112,-0.47890514,-0.16623364,-0.6769018,0.92177975,-1.0254017,-0.11150331,0.7719066,0.32515785,-0.43391544,0.7847845,-0.6271006,0.26311702,-0.12017931,0.60484105,-0.23323213,-0.14191937,-0.28746137,-0.58675504,0.14074081,-0.69147235,0.3381856,-0.85653234,-0.043052766,-0.529126,0.2770319,-0.34659886,0.21029325,-0.31676462,-0.33978045,0.06330316,0.31295362,0.305857,0.6000232,0.7302898,-0.095896125
EPB41L4A-AS1,0.42821127,0.07102544,-0.14411326,1.0402458,0.06562877,-0.13384381,-0.26202062,-0.05253056,-0.60059863,0.058931466,-0.0990466,-0.5175668,-0.10500284,-0.3324099,0.15014507,0.3864657,-1.0034946,0.26056325,-0.17990966,0.23049599,-0.15843184,0.32318354,0.008201368,0.2859351,-0.019810569,-0.3931785,-0.010773007,-0.78296673,0.43995506,-0.6643486,-0.18672292,-0.66105324,0.8259114,-0.73715425,-0.44769642,0.3252859,0.5744057,-0.27773324,0.76924664,-0.3623511,-0.04092786,-0.18918253,0.26633763,-0.03652731,-0.2423573,0.08960051,-0.61776704,0.08546782,-0.52061486,0.573531,-0.7575618,-0.30953896,-0.5357407,-0.06694067,-0.29733393,0.30072677,0.14587468,-0.5274724,0.22783391,-0.16475305,-0.061395414,0.4674274,0.6263197,-0.23163316
ESRG,0.3322473,0.021395769,-0.16499996,0.79561627,0.029668929,0.021237489,-0.24123198,-0.17712085,-0.59462214,-0.03583084,-0.0857265,-0.3132555,-0.101181895,-0.41073242,0.152358,0.26328102,-0.9603242,0.047668178,-0.06271194,0.37880176,-0.17925407,0.26738223,-0.028429804,0.27130267,0.08326156,-0.4987753,-0.2718567,-0.67177826,0.38967156,-0.7177084,-0.16900963,-0.6118633,0.73497355,-0.588331,-0.55647594,0.08558456,0.6531778,-0.19866246,0.73699796,-0.2093141,-0.20081222,-0.21240996,0.08488234,0.029445719,-0.28212598,0.27510366,-0.5903419,0.026947163,-0.44147003,0.6593816,-0.65953416,-0.3959984,-0.48924115,-0.22384357,-0.23011605,0.2904716,0.35283837,-0.58481073,0.2681295,-0.37270144,-0.19524263,0.34434286,0.5286727,-0.25499132
GAS5,0.2916154,0.04223513,-0.046344165,2.2210116,0.6877889,-1.1169441,0.35786206,0.74214286,-0.17260434,0.7449662,-0.026004648,-1.4892063,-0.643099,0.14017732,0.19752517,1.0825692,-1.038292,2.07858,0.21396102,-0.5459598,0.14795554,0.4989946,0.2299374,0.49312735,-0.3973675,-0.08030529,0.41363162,-0.7336788,0.08209865,-0.5387584,-0.21093398,-0.90985084,1.155974,-0.55390114,-0.32230505,0.24752022,0.023944445,-0.7820634,0.48290858,-0.7721981,0.23691319,-0.7682863,0.34506133,-0.18184781,-0.2870918,-0.03483416,-0.6110077,-0.40041727,-0.6995561,-0.15392752,-0.82155764,0.11678551,0.1041026,-0.024318933,-1.3335688,0.583274,-0.15545112,-0.49521142,-0.44014642,0.4613679,0.9361394,0.0385395,1.4576707,-0.07175529
GHET1,0.49457988,0.17513426,-0.1710071,1.3176559,0.16188598,-0.4058748,-0.3044545,0.1657229,-0.5111317,0.2242191,-0.07338907,-0.7773661,-0.14250886,-0.16425417,0.13987258,0.5500207,-0.99268705,0.5979067,-0.34003142,0.01729834,-0.1152756,0.39080104,0.09425813,0.30572048,-0.14640059,-0.16797553,0.42310873,-0.85537684,0.42991558,-0.5185065,-0.16903085,-0.6686244,0.89432085,-0.95409673,-0.18483657,0.66575605,0.37906206,-0.39631203,0.77667177,-0.5639607,0.19106752,-0.13384244,0.5248369,-0.18912247,-0.16461998,-0.20045535,-0.58989197,0.12630193,-0.6508903,0.39179268,-0.8273615,-0.10298081,-0.52727014,0.19762535,-0.33171892,0.22736847,-0.21081859,-0.37998217,0.09887248,0.20203917,0.22400978,0.5653912,0.70034885,-0.1254632
H19,-0.7378143,-0.48974082,-1.1889482,1.5740606,1.0272002,1.1017226,1.4230943,0.8210819,-1.2097211,0.5049274,-0.7919295,-0.7974258,-0.119056374,0.9039335,0.44582456,1.1856614,-2.2489967,0.55857396,-0.25544,-0.8972947,0.8524788,-1.5760167,0.42593396,0.36835086,-0.26667923,-1.151695,2.4108577,-0.08853078,1.2187431,-1.0598857,1.195821,-0.3022684,1.1448219,-1.9480177,-1.3577442,1.0588667,2.1678786,-0.043079644,-0.82142985,0.17199743,-0.049006402,1.1919386,1.22404,0.0036717057,-1.3252743,-1.3655376,0.23271498,0.091620415,-1.7441049,1.1532197,-0.6822839,0.28097326,-0.18839216,-0.28390074,-2.2310398,0.35725164,-1.140928,-0.9029714,1.3834376,0.71218294,0.7769691,0.67138666,1.5976725,0.28771582
HAR1A,0.46558017,0.13064794,-0.15905538,1.196665,0.11772923,-0.28596273,-0.2839921,0.07315912,-0.5505298,0.15400061,-0.08216768,-0.66574717,-0.12589566,-0.23639843,0.1455786,0.4800109,-0.99715203,0.45553857,-0.26670235,0.11280584,-0.13372032,0.36069974,0.055184964,0.29891542,-0.09688171,-0.2645336,0.23355444,-0.82018626,0.43713295,-0.5824115,-0.17786416,-0.6657132,0.8647523,-0.85744786,-0.30158654,0.5185703,0.46633852,-0.3410324,0.7743595,-0.4761831,0.08828421,-0.16081421,0.4098325,-0.12016084,-0.1996515,-0.071203634,-0.60099685,0.105049916,-0.58896667,0.4710166,-0.79748183,-0.19768,-0.53403723,0.08286396,-0.32208157,0.25934416,-0.05332598,-0.44682577,0.15789656,0.040935677,0.09856878,0.5220036,0.6699918,-0.172905
HAR1B,0.5164308,0.20218886,-0.17604478,1.3970954,0.18422876,-0.47627527,-0.31855032,0.21846715,-0.4941079,0.26565924,-0.0692061,-0.8471706,-0.15070722,-0.12510495,0.13652791,0.59600776,-0.99541855,0.684562,-0.38149402,-0.03633417,-0.10698576,0.4086042,0.11407721,0.3115951,-0.18065995,-0.11474882,0.5325847,-0.88062876,0.43199947,-0.48574972,-0.1682008,-0.67664814,0.9180447,-1.0133106,-0.12604228,0.7547921,0.33593568,-0.42740494,0.78462666,-0.6165042,0.2513588,-0.124046564,0.5914936,-0.22464898,-0.14563379,-0.27188307,-0.5885064,0.1387834,-0.6833563,0.34758767,-0.8534043,-0.054481547,-0.52996933,0.2632495,-0.3458784,0.21439596,-0.29834214,-0.3477667,0.07012031,0.29408598,0.29046407,0.5956446,0.7274235,-0.1020316
